,UF,Renda Salarial(R$),Acesso a internet em Domicílio,Acesso a internet em Microcomputador,Acesso a internet em Celular,Acesso a internet em 3G 4G,Classe
141758,Maranhão,392,Sim,Sim,Sim,Sim,baixa
141760,Maranhão,233,Sim,Sim,Sim,Não,baixa
141766,Maranhão,2682,Sim,Sim,Sim,Sim,média
141768,Maranhão,522,Sim,Sim,Sim,Sim,média_baixa
141769,Maranhão,1500,Sim,Sim,Não,Sim,média_baixa
141772,Maranhão,952,Sim,Sim,Não,Não,média_baixa
141773,Maranhão,1576,Sim,Não,Sim,Sim,média
141774,Maranhão,5582,Sim,Sim,Sim,Sim,alta
141775,Maranhão,750,Sim,Sim,Sim,Sim,média_baixa
141776,Maranhão,788,Sim,Não,Sim,Sim,média_baixa
141777,Maranhão,1576,Sim,Sim,Sim,Sim,média
141778,Maranhão,2262,Sim,Não,Sim,Sim,média
141779,Maranhão,1612,Sim,Sim,Sim,Sim,média
141780,Maranhão,394,Sim,Não,Sim,Sim,baixa
141792,Maranhão,1480,Sim,Sim,Sim,Não,média_baixa
141795,Maranhão,1970,Sim,Sim,Sim,Não,média
141801,Maranhão,887,Sim,Sim,Sim,Não,média_baixa
141802,Maranhão,893,Sim,Sim,Sim,Sim,média_baixa
141805,Maranhão,1000,Sim,Sim,Sim,Sim,média_baixa
141807,Maranhão,900,Sim,Sim,Sim,Não,média_baixa
141808,Maranhão,562,Sim,Não,Sim,Sim,média_baixa
141810,Maranhão,1395,Sim,Sim,Sim,Não,média_baixa
141814,Maranhão,1065,Sim,Não,Sim,Sim,média_baixa
141816,Maranhão,400,Sim,Não,Sim,Sim,baixa
141818,Maranhão,929,Sim,Sim,Sim,Sim,média_baixa
141820,Maranhão,1096,Sim,Sim,Sim,Sim,média_baixa
141821,Maranhão,1533,Sim,Não,Sim,Sim,média
141824,Maranhão,1300,Sim,Não,Sim,Sim,média_baixa
141825,Maranhão,1293,Sim,Não,Sim,Sim,média_baixa
141826,Maranhão,414,Sim,Sim,Sim,Sim,baixa
141830,Maranhão,437,Sim,Não,Sim,Sim,baixa
141832,Maranhão,1250,Sim,Sim,Sim,Sim,média_baixa
141833,Maranhão,300,Sim,Não,Sim,Sim,baixa
141834,Maranhão,250,Sim,Não,Sim,Sim,baixa
141837,Maranhão,735,Sim,Não,Sim,Sim,média_baixa
141840,Maranhão,498,Sim,Sim,Sim,Sim,baixa
141841,Maranhão,625,Sim,Sim,Sim,Sim,média_baixa
141844,Maranhão,1333,Sim,Não,Sim,Sim,média_baixa
141845,Maranhão,2000,Sim,Sim,Sim,Sim,média
141846,Maranhão,600,Sim,Sim,Sim,Sim,média_baixa
141847,Maranhão,250,Sim,Sim,Sim,Não,baixa
141849,Maranhão,498,Sim,Não,Sim,Sim,baixa
141850,Maranhão,300,Sim,Não,Sim,Sim,baixa
141851,Maranhão,1000,Sim,Não,Sim,Sim,média_baixa
141852,Maranhão,1150,Sim,Sim,Sim,Sim,média_baixa
141853,Maranhão,975,Sim,Sim,Não,Não,média_baixa
141854,Maranhão,590,Sim,Sim,Sim,Sim,média_baixa
141855,Maranhão,833,Sim,Sim,Sim,Sim,média_baixa
141856,Maranhão,1200,Sim,Sim,Sim,Sim,média_baixa
141857,Maranhão,686,Sim,Não,Sim,Sim,média_baixa
141858,Maranhão,1200,Sim,Sim,Sim,Sim,média_baixa
141859,Maranhão,2262,Sim,Não,Sim,Sim,média
141860,Maranhão,300,Sim,Não,Sim,Sim,baixa
141861,Maranhão,617,Sim,Não,Sim,Sim,média_baixa
141862,Maranhão,833,Sim,Não,Sim,Sim,média_baixa
141863,Maranhão,2100,Sim,Sim,Sim,Sim,média
141865,Maranhão,738,Sim,Não,Sim,Sim,média_baixa
141872,Maranhão,847,Sim,Não,Sim,Não,média_baixa
141873,Maranhão,716,Sim,Sim,Sim,Não,média_baixa
141874,Maranhão,1625,Sim,Sim,Sim,Não,média
141878,Maranhão,1000,Sim,Sim,Sim,Não,média_baixa
141880,Maranhão,1900,Sim,Sim,Sim,Sim,média
141882,Maranhão,600,Sim,Sim,Sim,Não,média_baixa
141883,Maranhão,394,Sim,Não,Sim,Não,baixa
141884,Maranhão,1188,Sim,Sim,Sim,Sim,média_baixa
141885,Maranhão,4500,Sim,Sim,Sim,Sim,alta
141886,Maranhão,612,Sim,Não,Sim,Sim,média_baixa
141887,Maranhão,975,Sim,Sim,Sim,Sim,média_baixa
141888,Maranhão,1050,Sim,Sim,Sim,Sim,média_baixa
141889,Maranhão,1185,Sim,Sim,Sim,Sim,média_baixa
141890,Maranhão,991,Sim,Sim,Sim,Sim,média_baixa
141891,Maranhão,955,Sim,Sim,Sim,Não,média_baixa
141892,Maranhão,2150,Sim,Sim,Sim,Sim,média
141893,Maranhão,0,Sim,Sim,Sim,Sim,baixa
141894,Maranhão,450,Sim,Sim,Sim,Sim,baixa
141896,Maranhão,0,Sim,Não,Sim,Sim,baixa
141898,Maranhão,1182,Sim,Sim,Sim,Sim,média_baixa
141899,Maranhão,2166,Sim,Sim,Sim,Sim,média
141900,Maranhão,497,Sim,Sim,Sim,Não,baixa
141902,Maranhão,702,Sim,Sim,Sim,Sim,média_baixa
141903,Maranhão,1050,Sim,Não,Sim,Sim,média_baixa
141904,Maranhão,394,Sim,Sim,Sim,Não,baixa
141907,Maranhão,1125,Sim,Sim,Sim,Não,média_baixa
141910,Maranhão,1313,Sim,Sim,Sim,Não,média_baixa
141911,Maranhão,1576,Sim,Sim,Sim,Não,média
141913,Maranhão,0,Sim,Não,Sim,Sim,baixa
141914,Maranhão,250,Sim,Sim,Sim,Sim,baixa
141915,Maranhão,833,Sim,Não,Sim,Sim,média_baixa
141919,Maranhão,3000,Sim,Não,Sim,Sim,média
141920,Maranhão,262,Sim,Não,Sim,Sim,baixa
141922,Maranhão,873,Sim,Não,Sim,Sim,média_baixa
141925,Maranhão,555,Sim,Não,Sim,Não,média_baixa
141926,Maranhão,3235,Sim,Sim,Sim,Não,alta
141927,Maranhão,635,Sim,Sim,Sim,Não,média_baixa
141928,Maranhão,333,Sim,Sim,Sim,Não,baixa
141930,Maranhão,660,Sim,Sim,Sim,Não,média_baixa
141932,Maranhão,1175,Sim,Sim,Sim,Não,média_baixa
141934,Maranhão,1850,Sim,Sim,Sim,Não,média
141935,Maranhão,1225,Sim,Sim,Sim,Não,média_baixa
141938,Maranhão,2166,Sim,Sim,Sim,Não,média
141940,Maranhão,800,Sim,Sim,Sim,Não,média_baixa
141941,Maranhão,1150,Sim,Sim,Sim,Não,média_baixa
141942,Maranhão,825,Sim,Sim,Sim,Não,média_baixa
141945,Maranhão,2894,Sim,Não,Sim,Sim,média
141946,Maranhão,4666,Sim,Sim,Sim,Sim,alta
141947,Maranhão,666,Sim,Sim,Sim,Sim,média_baixa
141948,Maranhão,750,Sim,Sim,Sim,Sim,média_baixa
141950,Maranhão,1800,Sim,Sim,Sim,Sim,média
141958,Maranhão,1100,Sim,Sim,Sim,Não,média_baixa
141961,Maranhão,261,Sim,Sim,Sim,Não,baixa
141981,Maranhão,600,Sim,Sim,Sim,Não,média_baixa
141988,Maranhão,1666,Sim,Sim,Sim,Não,média
141992,Maranhão,4533,Sim,Sim,Sim,Não,alta
141998,Maranhão,2066,Sim,Sim,Sim,Não,média
142000,Maranhão,800,Sim,Sim,Sim,Não,média_baixa
142006,Maranhão,929,Sim,Não,Sim,Sim,média_baixa
142007,Maranhão,1500,Sim,Sim,Sim,Sim,média_baixa
142008,Maranhão,801,Sim,Sim,Sim,Sim,média_baixa
142010,Maranhão,587,Sim,Não,Sim,Sim,média_baixa
142011,Maranhão,394,Sim,Sim,Sim,Sim,baixa
142012,Maranhão,564,Sim,Sim,Sim,Sim,média_baixa
142013,Maranhão,1929,Sim,Sim,Sim,Sim,média
142015,Maranhão,780,Sim,Sim,Sim,Sim,média_baixa
142016,Maranhão,1266,Sim,Não,Sim,Sim,média_baixa
142017,Maranhão,884,Sim,Sim,Sim,Sim,média_baixa
142018,Maranhão,247,Sim,Sim,Sim,Sim,baixa
142019,Maranhão,772,Sim,Não,Sim,Não,média_baixa
142020,Maranhão,833,Sim,Sim,Sim,Sim,média_baixa
142021,Maranhão,960,Sim,Não,Sim,Sim,média_baixa
142022,Maranhão,512,Sim,Sim,Sim,Não,média_baixa
142024,Maranhão,534,Sim,Não,Sim,Não,média_baixa
142026,Maranhão,1400,Sim,Sim,Sim,Não,média_baixa
142027,Maranhão,725,Sim,Não,Sim,Não,média_baixa
142029,Maranhão,1197,Sim,Sim,Não,Sim,média_baixa
142031,Maranhão,528,Sim,Sim,Sim,Não,média_baixa
142034,Maranhão,970,Sim,Sim,Sim,Não,média_baixa
142037,Maranhão,1200,Sim,Não,Sim,Sim,média_baixa
142039,Maranhão,954,Sim,Sim,Sim,Sim,média_baixa
142041,Maranhão,524,Sim,Sim,Sim,Sim,média_baixa
142043,Maranhão,2150,Sim,Não,Sim,Sim,média
142046,Maranhão,1175,Sim,Não,Sim,Sim,média_baixa
142048,Maranhão,573,Sim,Sim,Sim,Sim,média_baixa
142050,Maranhão,1034,Sim,Sim,Sim,Sim,média_baixa
142051,Maranhão,502,Sim,Não,Sim,Sim,média_baixa
142054,Maranhão,788,Sim,Sim,Sim,Sim,média_baixa
142056,Maranhão,1562,Sim,Sim,Sim,Sim,média
142057,Maranhão,1162,Sim,Sim,Sim,Não,média_baixa
142059,Maranhão,666,Sim,Sim,Sim,Sim,média_baixa
142065,Maranhão,517,Sim,Sim,Sim,Sim,média_baixa
142066,Maranhão,4596,Sim,Não,Sim,Sim,alta
142067,Maranhão,916,Sim,Não,Sim,Sim,média_baixa
142068,Maranhão,2666,Sim,Sim,Sim,Não,média
142069,Maranhão,984,Sim,Sim,Sim,Sim,média_baixa
142070,Maranhão,1050,Sim,Não,Sim,Sim,média_baixa
142083,Maranhão,400,Sim,Sim,Não,Não,baixa
142087,Maranhão,600,Sim,Não,Sim,Sim,média_baixa
142089,Maranhão,830,Sim,Não,Sim,Sim,média_baixa
142091,Maranhão,519,Sim,Sim,Sim,Sim,média_baixa
142094,Maranhão,579,Sim,Não,Sim,Sim,média_baixa
142096,Maranhão,3500,Sim,Sim,Sim,Sim,alta
142097,Maranhão,925,Sim,Sim,Sim,Sim,média_baixa
142102,Maranhão,2087,Sim,Sim,Sim,Sim,média
142103,Maranhão,900,Sim,Não,Sim,Sim,média_baixa
142115,Maranhão,1144,Sim,Sim,Sim,Sim,média_baixa
142120,Maranhão,1750,Sim,Não,Sim,Não,média
142122,Maranhão,800,Sim,Sim,Sim,Não,média_baixa
142123,Maranhão,788,Sim,Sim,Sim,Não,média_baixa
142125,Maranhão,1066,Sim,Sim,Sim,Não,média_baixa
142127,Maranhão,1050,Sim,Sim,Sim,Não,média_baixa
142129,Maranhão,2400,Sim,Sim,Sim,Não,média
142131,Maranhão,1594,Sim,Sim,Sim,Não,média
142133,Maranhão,788,Sim,Não,Sim,Sim,média_baixa
142134,Maranhão,795,Sim,Sim,Sim,Não,média_baixa
142144,Maranhão,336,Sim,Sim,Sim,Não,baixa
142149,Maranhão,1590,Sim,Não,Sim,Não,média
142152,Maranhão,800,Sim,Não,Sim,Sim,média_baixa
142153,Maranhão,1200,Sim,Sim,Sim,Sim,média_baixa
142154,Maranhão,994,Sim,Não,Sim,Sim,média_baixa
142158,Maranhão,262,Sim,Sim,Sim,Sim,baixa
142159,Maranhão,662,Sim,Sim,Sim,Sim,média_baixa
142162,Maranhão,1062,Sim,Sim,Sim,Sim,média_baixa
142166,Maranhão,266,Sim,Não,Sim,Sim,baixa
142168,Maranhão,682,Sim,Sim,Sim,Sim,média_baixa
142171,Maranhão,747,Sim,Não,Sim,Sim,média_baixa
142173,Maranhão,662,Sim,Não,Sim,Sim,média_baixa
142175,Maranhão,322,Sim,Sim,Sim,Não,baixa
142183,Maranhão,800,Sim,Não,Sim,Sim,média_baixa
142184,Maranhão,6666,Sim,Não,Sim,Sim,alta
142185,Maranhão,562,Sim,Não,Sim,Sim,média_baixa
142190,Maranhão,297,Sim,Sim,Sim,Sim,baixa
142200,Maranhão,1600,Sim,Não,Sim,Sim,média
142202,Maranhão,725,Sim,Não,Sim,Sim,média_baixa
142203,Maranhão,400,Sim,Sim,Sim,Sim,baixa
142204,Maranhão,1454,Sim,Não,Sim,Sim,média_baixa
142205,Maranhão,1019,Sim,Não,Sim,Sim,média_baixa
142206,Maranhão,1125,Sim,Sim,Sim,Sim,média_baixa
142208,Maranhão,1125,Sim,Sim,Sim,Sim,média_baixa
142211,Maranhão,2850,Sim,Sim,Sim,Sim,média
142213,Maranhão,622,Sim,Sim,Sim,Sim,média_baixa
142215,Maranhão,2166,Sim,Sim,Sim,Sim,média
142217,Maranhão,1994,Sim,Sim,Sim,Sim,média
142218,Maranhão,929,Sim,Sim,Sim,Sim,média_baixa
142219,Maranhão,1000,Sim,Sim,Sim,Sim,média_baixa
142220,Maranhão,1142,Sim,Não,Sim,Sim,média_baixa
142221,Maranhão,844,Sim,Sim,Sim,Sim,média_baixa
142224,Maranhão,2522,Sim,Sim,Sim,Sim,média
142229,Maranhão,1300,Sim,Sim,Sim,Sim,média_baixa
142231,Maranhão,2629,Sim,Sim,Sim,Sim,média
142232,Maranhão,833,Sim,Sim,Sim,Sim,média_baixa
142233,Maranhão,1166,Sim,Sim,Sim,Sim,média_baixa
142234,Maranhão,2200,Sim,Não,Sim,Sim,média
142235,Maranhão,1333,Sim,Sim,Sim,Sim,média_baixa
142236,Maranhão,0,Sim,Não,Sim,Sim,baixa
142237,Maranhão,1200,Sim,Não,Sim,Sim,média_baixa
142239,Maranhão,225,Sim,Não,Sim,Sim,baixa
142240,Maranhão,345,Sim,Sim,Sim,Sim,baixa
142243,Maranhão,725,Sim,Sim,Sim,Sim,média_baixa
142246,Maranhão,572,Sim,Sim,Sim,Sim,média_baixa
142247,Maranhão,450,Sim,Não,Sim,Sim,baixa
142248,Maranhão,2194,Sim,Sim,Sim,Sim,média
142249,Maranhão,900,Sim,Sim,Sim,Sim,média_baixa
142250,Maranhão,1056,Sim,Sim,Sim,Sim,média_baixa
142252,Maranhão,900,Sim,Sim,Sim,Sim,média_baixa
142254,Maranhão,851,Sim,Não,Sim,Sim,média_baixa
142258,Maranhão,733,Sim,Sim,Sim,Sim,média_baixa
142261,Maranhão,1500,Sim,Sim,Sim,Sim,média_baixa
142264,Maranhão,1075,Sim,Sim,Sim,Sim,média_baixa
142265,Maranhão,1933,Sim,Sim,Sim,Sim,média
142267,Maranhão,750,Sim,Sim,Sim,Sim,média_baixa
142272,Maranhão,1919,Sim,Sim,Sim,Sim,média
142273,Maranhão,958,Sim,Sim,Sim,Sim,média_baixa
142274,Maranhão,1658,Sim,Sim,Sim,Sim,média
142275,Maranhão,666,Sim,Sim,Sim,Sim,média_baixa
142277,Maranhão,966,Sim,Não,Sim,Sim,média_baixa
142279,Maranhão,788,Sim,Não,Sim,Não,média_baixa
142283,Maranhão,1700,Sim,Sim,Sim,Sim,média
142285,Maranhão,2196,Sim,Sim,Sim,Sim,média
142288,Maranhão,322,Sim,Não,Sim,Sim,baixa
142293,Maranhão,1000,Sim,Sim,Sim,Não,média_baixa
142298,Maranhão,316,Sim,Não,Sim,Sim,baixa
142300,Maranhão,1000,Sim,Sim,Sim,Não,média_baixa
142303,Maranhão,1000,Sim,Não,Sim,Sim,média_baixa
142304,Maranhão,788,Sim,Sim,Sim,Sim,média_baixa
142305,Maranhão,519,Sim,Sim,Não,Não,média_baixa
142308,Maranhão,262,Sim,Não,Sim,Sim,baixa
142311,Maranhão,300,Sim,Sim,Sim,Não,baixa
142312,Maranhão,833,Sim,Sim,Sim,Não,média_baixa
142314,Maranhão,567,Sim,Não,Sim,Sim,média_baixa
142320,Maranhão,262,Sim,Não,Sim,Sim,baixa
142324,Maranhão,180,Sim,Não,Sim,Sim,baixa
142327,Maranhão,1197,Sim,Não,Sim,Sim,média_baixa
142328,Maranhão,227,Sim,Não,Sim,Não,baixa
142329,Maranhão,686,Sim,Não,Sim,Sim,média_baixa
142333,Maranhão,493,Sim,Sim,Sim,Não,baixa
142335,Maranhão,1250,Sim,Sim,Não,Não,média_baixa
142336,Maranhão,447,Sim,Sim,Sim,Sim,baixa
142346,Maranhão,565,Sim,Não,Sim,Sim,média_baixa
142349,Maranhão,750,Sim,Sim,Sim,Sim,média_baixa
142350,Maranhão,1200,Sim,Não,Sim,Não,média_baixa
142351,Maranhão,1025,Sim,Sim,Sim,Não,média_baixa
142352,Maranhão,1200,Sim,Não,Sim,Sim,média_baixa
142356,Maranhão,525,Sim,Não,Sim,Sim,média_baixa
142358,Maranhão,2088,Sim,Sim,Sim,Sim,média
142361,Maranhão,2394,Sim,Sim,Sim,Sim,média
142364,Maranhão,697,Sim,Não,Sim,Não,média_baixa
142365,Maranhão,1096,Sim,Sim,Sim,Sim,média_baixa
142366,Maranhão,696,Sim,Não,Sim,Não,média_baixa
142369,Maranhão,500,Sim,Não,Sim,Sim,baixa
142371,Maranhão,700,Sim,Sim,Sim,Sim,média_baixa
142387,Maranhão,1250,Sim,Sim,Sim,Sim,média_baixa
142390,Maranhão,5200,Sim,Sim,Sim,Sim,alta
142392,Maranhão,2500,Sim,Sim,Sim,Sim,média
142393,Maranhão,597,Sim,Sim,Sim,Sim,média_baixa
142394,Maranhão,484,Sim,Não,Sim,Sim,baixa
142406,Maranhão,1125,Sim,Sim,Sim,Sim,média_baixa
142407,Maranhão,937,Sim,Sim,Sim,Sim,média_baixa
142409,Maranhão,1150,Sim,Sim,Sim,Sim,média_baixa
142410,Maranhão,594,Sim,Sim,Sim,Sim,média_baixa
142412,Maranhão,725,Sim,Não,Sim,Sim,média_baixa
142413,Maranhão,1266,Sim,Sim,Sim,Sim,média_baixa
142414,Maranhão,1666,Sim,Sim,Sim,Sim,média
142416,Maranhão,929,Sim,Sim,Sim,Sim,média_baixa
142420,Maranhão,946,Sim,Não,Sim,Sim,média_baixa
142425,Maranhão,1388,Sim,Não,Sim,Sim,média_baixa
142437,Maranhão,788,Sim,Não,Sim,Sim,média_baixa
142441,Maranhão,5500,Sim,Sim,Sim,Sim,alta
142442,Maranhão,1516,Sim,Não,Sim,Sim,média
142446,Maranhão,2500,Sim,Não,Sim,Sim,média
142447,Maranhão,3625,Sim,Sim,Sim,Sim,alta
142448,Maranhão,7000,Sim,Sim,Sim,Sim,alta
142449,Maranhão,1047,Sim,Não,Sim,Sim,média_baixa
142450,Maranhão,625,Sim,Sim,Sim,Sim,média_baixa
142452,Maranhão,738,Sim,Não,Sim,Sim,média_baixa
142454,Maranhão,2500,Sim,Sim,Sim,Sim,média
142456,Maranhão,4000,Sim,Sim,Não,Não,alta
142457,Maranhão,788,Sim,Não,Sim,Sim,média_baixa
142460,Maranhão,1366,Sim,Sim,Sim,Não,média_baixa
142462,Maranhão,1147,Sim,Sim,Sim,Sim,média_baixa
142466,Maranhão,50,Sim,Não,Sim,Sim,baixa
142471,Maranhão,2887,Sim,Sim,Sim,Não,média
142472,Maranhão,1000,Sim,Sim,Sim,Sim,média_baixa
142475,Maranhão,500,Sim,Não,Sim,Sim,baixa
142476,Maranhão,344,Sim,Não,Sim,Sim,baixa
142477,Maranhão,2100,Sim,Sim,Sim,Sim,média
142478,Maranhão,1825,Sim,Sim,Sim,Sim,média
142480,Maranhão,449,Sim,Sim,Sim,Sim,baixa
142481,Maranhão,600,Sim,Sim,Sim,Sim,média_baixa
142483,Maranhão,300,Sim,Sim,Sim,Sim,baixa
142484,Maranhão,525,Sim,Sim,Sim,Sim,média_baixa
142491,Maranhão,3333,Sim,Sim,Sim,Não,alta
142493,Maranhão,0,Sim,Sim,Sim,Não,baixa
142494,Maranhão,394,Sim,Não,Sim,Não,baixa
142497,Maranhão,375,Sim,Sim,Sim,Não,baixa
142498,Maranhão,472,Sim,Sim,Não,Não,baixa
142505,Maranhão,773,Sim,Sim,Sim,Não,média_baixa
142509,Maranhão,2333,Sim,Não,Sim,Sim,média
142510,Maranhão,1333,Sim,Sim,Sim,Não,média_baixa
142513,Maranhão,1750,Sim,Sim,Sim,Sim,média
142525,Maranhão,1019,Sim,Sim,Não,Não,média_baixa
142534,Maranhão,954,Sim,Sim,Sim,Não,média_baixa
142540,Maranhão,296,Sim,Sim,Não,Não,baixa
142546,Maranhão,308,Sim,Não,Sim,Sim,baixa
142547,Maranhão,1375,Sim,Sim,Sim,Não,média_baixa
142550,Maranhão,3333,Sim,Sim,Sim,Não,alta
142554,Maranhão,788,Sim,Não,Sim,Sim,média_baixa
142556,Maranhão,3300,Sim,Sim,Sim,Sim,alta
142557,Maranhão,1666,Sim,Sim,Sim,Sim,média
142558,Maranhão,575,Sim,Sim,Sim,Sim,média_baixa
142560,Maranhão,1054,Sim,Não,Sim,Não,média_baixa
142561,Maranhão,1400,Sim,Sim,Sim,Sim,média_baixa
142564,Maranhão,1750,Sim,Sim,Sim,Sim,média
142565,Maranhão,700,Sim,Não,Sim,Sim,média_baixa
142566,Maranhão,1575,Sim,Sim,Sim,Sim,média
142567,Maranhão,4500,Sim,Sim,Sim,Sim,alta
142568,Maranhão,4000,Sim,Sim,Sim,Sim,alta
142570,Maranhão,675,Sim,Não,Sim,Sim,média_baixa
142571,Maranhão,0,Sim,Não,Sim,Sim,baixa
142572,Maranhão,866,Sim,Sim,Sim,Sim,média_baixa
142577,Maranhão,500,Sim,Não,Sim,Não,baixa
142581,Maranhão,1000,Sim,Não,Sim,Sim,média_baixa
142583,Maranhão,297,Sim,Sim,Sim,Sim,baixa
142587,Maranhão,627,Sim,Não,Sim,Sim,média_baixa
142588,Maranhão,1100,Sim,Sim,Sim,Sim,média_baixa
142590,Maranhão,863,Sim,Sim,Sim,Sim,média_baixa
142593,Maranhão,3040,Sim,Sim,Sim,Sim,alta
142596,Maranhão,850,Sim,Não,Sim,Sim,média_baixa
142599,Maranhão,433,Sim,Não,Sim,Sim,baixa
142601,Maranhão,1175,Sim,Sim,Sim,Sim,média_baixa
142603,Maranhão,1333,Sim,Sim,Sim,Sim,média_baixa
142604,Maranhão,800,Sim,Sim,Não,Não,média_baixa
142605,Maranhão,1275,Sim,Sim,Sim,Sim,média_baixa
142607,Maranhão,1162,Sim,Sim,Sim,Sim,média_baixa
142608,Maranhão,747,Sim,Sim,Sim,Sim,média_baixa
142610,Maranhão,833,Sim,Sim,Sim,Sim,média_baixa
142611,Maranhão,1313,Sim,Sim,Sim,Não,média_baixa
142612,Maranhão,872,Sim,Sim,Sim,Sim,média_baixa
142613,Maranhão,850,Sim,Não,Sim,Não,média_baixa
142619,Maranhão,440,Sim,Não,Sim,Sim,baixa
142622,Maranhão,700,Sim,Sim,Sim,Sim,média_baixa
142624,Maranhão,947,Sim,Sim,Sim,Sim,média_baixa
142625,Maranhão,586,Sim,Não,Sim,Sim,média_baixa
142628,Maranhão,1250,Sim,Sim,Sim,Sim,média_baixa
142629,Maranhão,1264,Sim,Sim,Sim,Não,média_baixa
142631,Maranhão,1033,Sim,Não,Sim,Não,média_baixa
142632,Maranhão,875,Sim,Sim,Não,Não,média_baixa
142636,Maranhão,934,Sim,Não,Sim,Sim,média_baixa
142641,Maranhão,1000,Sim,Sim,Sim,Sim,média_baixa
142642,Maranhão,875,Sim,Sim,Sim,Sim,média_baixa
142644,Maranhão,675,Sim,Não,Sim,Sim,média_baixa
142650,Maranhão,788,Sim,Sim,Sim,Não,média_baixa
142653,Maranhão,36,Sim,Não,Sim,Sim,baixa
142654,Maranhão,875,Sim,Sim,Sim,Não,média_baixa
142657,Maranhão,2200,Sim,Sim,Sim,Não,média
142660,Maranhão,897,Sim,Sim,Sim,Não,média_baixa
142662,Maranhão,1814,Sim,Sim,Sim,Não,média
142663,Maranhão,875,Sim,Sim,Sim,Sim,média_baixa
142666,Maranhão,1192,Sim,Sim,Sim,Não,média_baixa
142667,Maranhão,1944,Sim,Sim,Sim,Não,média
142670,Maranhão,1383,Sim,Não,Sim,Não,média_baixa
142671,Maranhão,170,Sim,Não,Sim,Não,baixa
142675,Maranhão,822,Sim,Não,Sim,Não,média_baixa
142679,Maranhão,1153,Sim,Sim,Sim,Não,média_baixa
142680,Maranhão,2250,Sim,Sim,Sim,Não,média
142686,Maranhão,680,Sim,Não,Sim,Sim,média_baixa
142687,Maranhão,2960,Sim,Sim,Sim,Sim,média
142688,Maranhão,1000,Sim,Sim,Sim,Sim,média_baixa
142689,Maranhão,1100,Sim,Não,Sim,Sim,média_baixa
142690,Maranhão,979,Sim,Sim,Sim,Sim,média_baixa
142691,Maranhão,375,Sim,Sim,Sim,Não,baixa
142695,Maranhão,885,Sim,Sim,Sim,Não,média_baixa
142696,Maranhão,625,Sim,Não,Sim,Não,média_baixa
142697,Maranhão,1500,Sim,Sim,Sim,Não,média_baixa
142700,Maranhão,1800,Sim,Sim,Sim,Não,média
142701,Maranhão,566,Sim,Sim,Sim,Não,média_baixa
142704,Maranhão,1400,Sim,Sim,Sim,Não,média_baixa
142705,Maranhão,500,Sim,Sim,Não,Não,baixa
142711,Maranhão,775,Sim,Não,Sim,Sim,média_baixa
142712,Maranhão,1200,Sim,Sim,Sim,Não,média_baixa
142713,Maranhão,844,Sim,Não,Sim,Sim,média_baixa
142722,Maranhão,0,Sim,Sim,Sim,Não,baixa
142726,Maranhão,1394,Sim,Sim,Sim,Sim,média_baixa
142727,Maranhão,1000,Sim,Sim,Sim,Sim,média_baixa
142728,Maranhão,400,Sim,Não,Sim,Sim,baixa
142729,Maranhão,5000,Sim,Sim,Sim,Não,alta
142731,Maranhão,1750,Sim,Sim,Sim,Não,média
142732,Maranhão,596,Sim,Não,Sim,Sim,média_baixa
142735,Maranhão,2766,Sim,Sim,Sim,Não,média
142736,Maranhão,1497,Sim,Não,Sim,Sim,média_baixa
142739,Maranhão,3000,Sim,Sim,Sim,Não,média
142740,Maranhão,462,Sim,Sim,Sim,Não,baixa
142741,Maranhão,575,Sim,Sim,Sim,Sim,média_baixa
142742,Maranhão,447,Sim,Sim,Sim,Não,baixa
142744,Maranhão,557,Sim,Sim,Não,Não,média_baixa
142751,Maranhão,519,Sim,Sim,Sim,Não,média_baixa
142752,Maranhão,1740,Sim,Sim,Sim,Não,média
142758,Maranhão,428,Sim,Não,Sim,Sim,baixa
142759,Maranhão,666,Sim,Sim,Não,Não,média_baixa
142761,Maranhão,400,Sim,Sim,Sim,Sim,baixa
142762,Maranhão,894,Sim,Não,Sim,Sim,média_baixa
142763,Maranhão,4591,Sim,Sim,Sim,Sim,alta
142765,Maranhão,974,Sim,Sim,Sim,Sim,média_baixa
142767,Maranhão,1166,Sim,Sim,Não,Não,média_baixa
142782,Maranhão,755,Sim,Sim,Não,Sim,média_baixa
142783,Maranhão,346,Sim,Sim,Sim,Sim,baixa
142787,Maranhão,1292,Sim,Sim,Sim,Sim,média_baixa
142788,Maranhão,822,Sim,Não,Sim,Sim,média_baixa
142789,Maranhão,239,Sim,Não,Sim,Sim,baixa
142790,Maranhão,875,Sim,Não,Sim,Não,média_baixa
142791,Maranhão,360,Sim,Sim,Sim,Sim,baixa
142792,Maranhão,600,Sim,Sim,Sim,Sim,média_baixa
142795,Maranhão,606,Sim,Não,Sim,Sim,média_baixa
142796,Maranhão,200,Sim,Não,Sim,Sim,baixa
142797,Maranhão,1000,Sim,Não,Sim,Sim,média_baixa
142798,Maranhão,450,Sim,Não,Sim,Sim,baixa
142799,Maranhão,933,Sim,Sim,Sim,Sim,média_baixa
142800,Maranhão,2596,Sim,Sim,Sim,Sim,média
142803,Maranhão,2666,Sim,Sim,Sim,Sim,média
142805,Maranhão,800,Sim,Sim,Sim,Sim,média_baixa
142810,Maranhão,4500,Sim,Sim,Sim,Sim,alta
142811,Maranhão,1250,Sim,Sim,Sim,Não,média_baixa
