,UF,Renda Salarial(R$),Acesso a internet em Domicílio,Acesso a internet em Microcomputador,Acesso a internet em Celular,Acesso a internet em 3G 4G,Classe
1365,Acre,830,Sim,Sim,Sim,Não,média_baixa
1367,Acre,3500,Sim,Não,Sim,Sim,alta
1368,Acre,1540,Sim,Sim,Sim,Não,média
1370,Acre,2550,Sim,Sim,Sim,Não,média
1371,Acre,4000,Sim,Sim,Sim,Não,alta
1372,Acre,4000,Sim,Sim,Sim,Não,alta
1373,Acre,5250,Sim,Sim,Sim,Não,alta
1375,Acre,500,Sim,Sim,Sim,Não,baixa
1376,Acre,1550,Sim,Sim,Sim,Sim,média
1378,Acre,800,Sim,Sim,Sim,Não,média_baixa
1379,Acre,325,Sim,Sim,Não,Sim,baixa
1380,Acre,3322,Sim,Sim,Sim,Sim,alta
1381,Acre,500,Sim,Sim,Sim,Sim,baixa
1383,Acre,3500,Sim,Sim,Sim,Sim,alta
1384,Acre,4033,Sim,Sim,Sim,Sim,alta
1385,Acre,3933,Sim,Sim,Sim,Sim,alta
1386,Acre,8266,Sim,Sim,Sim,Sim,alta
1388,Acre,1750,Sim,Sim,Sim,Sim,média
1389,Acre,1000,Sim,Sim,Sim,Sim,média_baixa
1393,Acre,33,Sim,Sim,Não,Não,baixa
1395,Acre,1350,Sim,Sim,Não,Não,média_baixa
1403,Acre,2150,Sim,Não,Sim,Sim,média
1404,Acre,1850,Sim,Sim,Sim,Sim,média
1409,Acre,1020,Sim,Sim,Sim,Sim,média_baixa
1412,Acre,4000,Sim,Sim,Sim,Sim,alta
1413,Acre,2250,Sim,Sim,Sim,Não,média
1414,Acre,800,Sim,Sim,Sim,Não,média_baixa
1415,Acre,1125,Sim,Não,Sim,Sim,média_baixa
1416,Acre,445,Sim,Não,Sim,Sim,baixa
1418,Acre,900,Sim,Sim,Sim,Sim,média_baixa
1419,Acre,750,Sim,Sim,Sim,Não,média_baixa
1420,Acre,1600,Sim,Sim,Sim,Sim,média
1421,Acre,860,Sim,Sim,Sim,Sim,média_baixa
1423,Acre,785,Sim,Sim,Sim,Não,média_baixa
1424,Acre,0,Sim,Sim,Não,Não,baixa
1427,Acre,1000,Sim,Sim,Sim,Não,média_baixa
1429,Acre,600,Sim,Sim,Sim,Não,média_baixa
1431,Acre,2500,Sim,Sim,Sim,Não,média
1432,Acre,2825,Sim,Sim,Sim,Não,média
1434,Acre,3425,Sim,Sim,Sim,Não,alta
1435,Acre,6000,Sim,Sim,Sim,Não,alta
1436,Acre,3500,Sim,Sim,Sim,Não,alta
1437,Acre,3000,Sim,Sim,Sim,Não,média
1438,Acre,6000,Sim,Sim,Sim,Não,alta
1440,Acre,300,Sim,Não,Sim,Não,baixa
1441,Acre,1400,Sim,Sim,Sim,Não,média_baixa
1445,Acre,4266,Sim,Sim,Sim,Não,alta
1447,Acre,272,Sim,Não,Sim,Não,baixa
1450,Acre,975,Sim,Não,Sim,Não,média_baixa
1452,Acre,484,Sim,Não,Sim,Sim,baixa
1453,Acre,666,Sim,Sim,Sim,Sim,média_baixa
1457,Acre,484,Sim,Não,Sim,Não,baixa
1460,Acre,833,Sim,Sim,Sim,Sim,média_baixa
1464,Acre,2183,Sim,Sim,Sim,Sim,média
1469,Acre,1366,Sim,Sim,Sim,Sim,média_baixa
1470,Acre,165,Sim,Não,Não,Não,baixa
1474,Acre,348,Sim,Sim,Sim,Sim,baixa
1482,Acre,1000,Sim,Não,Sim,Sim,média_baixa
1483,Acre,1250,Sim,Não,Sim,Sim,média_baixa
1484,Acre,1500,Sim,Não,Sim,Sim,média_baixa
1485,Acre,1300,Sim,Sim,Sim,Sim,média_baixa
1488,Acre,2000,Sim,Sim,Sim,Sim,média
1491,Acre,2050,Sim,Sim,Sim,Sim,média
1492,Acre,2333,Sim,Sim,Sim,Sim,média
1493,Acre,1250,Sim,Sim,Sim,Sim,média_baixa
1494,Acre,1457,Sim,Sim,Sim,Sim,média_baixa
1495,Acre,1250,Sim,Sim,Sim,Sim,média_baixa
1496,Acre,740,Sim,Sim,Sim,Sim,média_baixa
1499,Acre,531,Sim,Sim,Sim,Não,média_baixa
1501,Acre,400,Sim,Sim,Sim,Não,baixa
1503,Acre,1262,Sim,Sim,Sim,Sim,média_baixa
1504,Acre,750,Sim,Sim,Sim,Não,média_baixa
1506,Acre,560,Sim,Sim,Sim,Não,média_baixa
1508,Acre,500,Sim,Não,Sim,Sim,baixa
1512,Acre,1100,Sim,Sim,Sim,Não,média_baixa
1513,Acre,375,Sim,Não,Sim,Sim,baixa
1516,Acre,650,Sim,Sim,Sim,Sim,média_baixa
1520,Acre,1100,Sim,Sim,Sim,Sim,média_baixa
1522,Acre,2000,Sim,Não,Sim,Sim,média
1524,Acre,533,Sim,Não,Sim,Sim,média_baixa
1526,Acre,600,Sim,Sim,Sim,Sim,média_baixa
1528,Acre,429,Sim,Sim,Sim,Sim,baixa
1534,Acre,772,Sim,Sim,Sim,Não,média_baixa
1537,Acre,377,Sim,Sim,Sim,Não,baixa
1538,Acre,1400,Sim,Sim,Sim,Não,média_baixa
1540,Acre,157,Sim,Sim,Sim,Não,baixa
1542,Acre,1850,Sim,Sim,Sim,Sim,média
1543,Acre,1000,Sim,Sim,Sim,Não,média_baixa
1546,Acre,1166,Sim,Sim,Sim,Sim,média_baixa
1548,Acre,860,Sim,Sim,Sim,Sim,média_baixa
1549,Acre,600,Sim,Não,Sim,Sim,média_baixa
1550,Acre,2000,Sim,Não,Sim,Sim,média
1551,Acre,1975,Sim,Sim,Sim,Sim,média
1553,Acre,472,Sim,Não,Sim,Sim,baixa
1555,Acre,1500,Sim,Sim,Sim,Sim,média_baixa
1556,Acre,875,Sim,Não,Sim,Sim,média_baixa
1557,Acre,750,Sim,Sim,Sim,Sim,média_baixa
1558,Acre,1150,Sim,Sim,Sim,Sim,média_baixa
1560,Acre,745,Sim,Sim,Sim,Sim,média_baixa
1562,Acre,400,Sim,Não,Sim,Sim,baixa
1563,Acre,2400,Sim,Não,Sim,Sim,média
1567,Acre,1680,Sim,Sim,Sim,Sim,média
1570,Acre,600,Sim,Sim,Sim,Sim,média_baixa
1571,Acre,1500,Sim,Sim,Sim,Sim,média_baixa
1572,Acre,1150,Sim,Não,Sim,Sim,média_baixa
1573,Acre,750,Sim,Sim,Sim,Sim,média_baixa
1574,Acre,1400,Sim,Não,Sim,Sim,média_baixa
1577,Acre,600,Sim,Sim,Sim,Sim,média_baixa
1578,Acre,800,Sim,Sim,Sim,Sim,média_baixa
1579,Acre,2040,Sim,Não,Não,Sim,média
1580,Acre,1000,Sim,Sim,Sim,Não,média_baixa
1581,Acre,1800,Sim,Não,Sim,Sim,média
1582,Acre,1300,Sim,Não,Sim,Sim,média_baixa
1584,Acre,750,Sim,Sim,Sim,Sim,média_baixa
1585,Acre,1800,Sim,Não,Sim,Sim,média
1587,Acre,350,Sim,Não,Sim,Sim,baixa
1588,Acre,1200,Sim,Não,Não,Sim,média_baixa
1595,Acre,653,Sim,Não,Sim,Sim,média_baixa
1596,Acre,2725,Sim,Sim,Sim,Sim,média
1598,Acre,1800,Sim,Sim,Sim,Sim,média
1600,Acre,775,Sim,Não,Sim,Sim,média_baixa
1605,Acre,153,Sim,Não,Sim,Sim,baixa
1606,Acre,1200,Sim,Sim,Sim,Sim,média_baixa
1608,Acre,1144,Sim,Não,Sim,Sim,média_baixa
1609,Acre,876,Sim,Sim,Sim,Não,média_baixa
1610,Acre,2400,Sim,Sim,Sim,Sim,média
1612,Acre,866,Sim,Não,Sim,Sim,média_baixa
1614,Acre,400,Sim,Sim,Sim,Sim,baixa
1623,Acre,560,Sim,Não,Sim,Sim,média_baixa
1627,Acre,1945,Sim,Sim,Sim,Sim,média
1628,Acre,3000,Sim,Sim,Sim,Sim,média
1630,Acre,500,Sim,Sim,Sim,Sim,baixa
1631,Acre,4100,Sim,Não,Sim,Não,alta
1632,Acre,1800,Sim,Sim,Sim,Não,média
1634,Acre,750,Sim,Sim,Sim,Sim,média_baixa
1635,Acre,266,Sim,Sim,Sim,Não,baixa
1637,Acre,40,Sim,Sim,Sim,Sim,baixa
1638,Acre,1333,Sim,Sim,Sim,Não,média_baixa
1639,Acre,1697,Sim,Sim,Sim,Sim,média
1640,Acre,1566,Sim,Sim,Sim,Sim,média
1641,Acre,875,Sim,Não,Sim,Sim,média_baixa
1646,Acre,900,Sim,Não,Sim,Sim,média_baixa
1650,Acre,338,Sim,Sim,Sim,Não,baixa
1660,Acre,2433,Sim,Sim,Sim,Não,média
1662,Acre,1272,Sim,Não,Sim,Sim,média_baixa
1663,Acre,3500,Sim,Sim,Sim,Não,alta
1664,Acre,4500,Sim,Sim,Sim,Não,alta
1667,Acre,800,Sim,Não,Sim,Sim,média_baixa
1669,Acre,950,Sim,Sim,Sim,Sim,média_baixa
1670,Acre,466,Sim,Não,Sim,Sim,baixa
1672,Acre,1300,Sim,Sim,Sim,Sim,média_baixa
1673,Acre,582,Sim,Não,Sim,Sim,média_baixa
1676,Acre,633,Sim,Sim,Sim,Sim,média_baixa
1677,Acre,844,Sim,Sim,Sim,Sim,média_baixa
1678,Acre,800,Sim,Sim,Sim,Não,média_baixa
1680,Acre,2100,Sim,Sim,Sim,Não,média
1681,Acre,950,Sim,Não,Sim,Sim,média_baixa
1682,Acre,800,Sim,Sim,Não,Sim,média_baixa
1685,Acre,1633,Sim,Sim,Não,Sim,média
1687,Acre,1200,Sim,Não,Sim,Sim,média_baixa
1688,Acre,940,Sim,Sim,Sim,Sim,média_baixa
1690,Acre,1600,Sim,Não,Sim,Sim,média
1691,Acre,12500,Sim,Sim,Sim,Não,alta
1692,Acre,5000,Sim,Sim,Sim,Não,alta
1693,Acre,2100,Sim,Sim,Sim,Não,média
1695,Acre,1966,Sim,Sim,Sim,Sim,média
1696,Acre,6800,Sim,Sim,Sim,Não,alta
1697,Acre,5000,Sim,Sim,Sim,Não,alta
1698,Acre,1150,Sim,Sim,Sim,Não,média_baixa
1699,Acre,2250,Sim,Sim,Sim,Não,média
1702,Acre,3666,Sim,Sim,Sim,Não,alta
1703,Acre,2200,Sim,Sim,Sim,Não,média
1704,Acre,5000,Sim,Sim,Sim,Não,alta
1711,Acre,7500,Sim,Sim,Sim,Não,alta
1712,Acre,1833,Sim,Sim,Sim,Sim,média
1713,Acre,0,Sim,Sim,Sim,Sim,baixa
1715,Acre,958,Sim,Sim,Sim,Não,média_baixa
1717,Acre,766,Sim,Sim,Sim,Sim,média_baixa
1718,Acre,900,Sim,Sim,Sim,Não,média_baixa
1719,Acre,933,Sim,Sim,Sim,Não,média_baixa
1720,Acre,1500,Sim,Sim,Sim,Sim,média_baixa
1727,Acre,412,Sim,Não,Sim,Sim,baixa
1729,Acre,1500,Sim,Sim,Sim,Sim,média_baixa
1732,Acre,1300,Sim,Não,Sim,Sim,média_baixa
1733,Acre,833,Sim,Sim,Sim,Sim,média_baixa
1735,Acre,288,Sim,Sim,Não,Sim,baixa
1736,Acre,1200,Sim,Não,Sim,Sim,média_baixa
1738,Acre,1500,Sim,Sim,Sim,Sim,média_baixa
1739,Acre,262,Sim,Sim,Sim,Sim,baixa
1740,Acre,300,Sim,Não,Sim,Sim,baixa
1743,Acre,215,Sim,Não,Sim,Não,baixa
1748,Acre,195,Sim,Sim,Sim,Não,baixa
1752,Acre,1375,Sim,Sim,Não,Não,média_baixa
1761,Acre,5000,Sim,Sim,Sim,Sim,alta
1764,Acre,833,Sim,Não,Sim,Sim,média_baixa
1767,Acre,1000,Sim,Não,Sim,Sim,média_baixa
1768,Acre,1250,Sim,Sim,Sim,Sim,média_baixa
1769,Acre,1825,Sim,Sim,Sim,Sim,média
1770,Acre,900,Sim,Não,Sim,Sim,média_baixa
1772,Acre,1666,Sim,Não,Sim,Sim,média
1777,Acre,825,Sim,Não,Sim,Sim,média_baixa
1794,Acre,1025,Sim,Sim,Não,Sim,média_baixa
1797,Acre,1947,Sim,Sim,Sim,Sim,média
1802,Acre,750,Sim,Não,Sim,Não,média_baixa
1803,Acre,875,Sim,Sim,Sim,Não,média_baixa
1804,Acre,1150,Sim,Não,Não,Não,média_baixa
1807,Acre,1000,Sim,Não,Sim,Não,média_baixa
1812,Acre,2180,Sim,Sim,Sim,Não,média
1814,Acre,2000,Sim,Sim,Sim,Sim,média
1815,Acre,1469,Sim,Sim,Sim,Sim,média_baixa
1816,Acre,838,Sim,Sim,Sim,Sim,média_baixa
1817,Acre,337,Sim,Sim,Sim,Sim,baixa
1823,Acre,480,Sim,Sim,Sim,Sim,baixa
1824,Acre,1600,Sim,Não,Sim,Sim,média
1826,Acre,712,Sim,Sim,Sim,Sim,média_baixa
1828,Acre,61,Sim,Não,Sim,Sim,baixa
1832,Acre,1936,Sim,Sim,Sim,Sim,média
1836,Acre,500,Sim,Sim,Não,Não,baixa
1837,Acre,591,Sim,Não,Sim,Sim,média_baixa
1838,Acre,1544,Sim,Sim,Não,Não,média
1839,Acre,3750,Sim,Sim,Sim,Sim,alta
1840,Acre,395,Sim,Sim,Não,Não,baixa
1843,Acre,1333,Sim,Sim,Sim,Sim,média_baixa
1844,Acre,817,Sim,Sim,Sim,Sim,média_baixa
1846,Acre,1900,Sim,Sim,Sim,Sim,média
1847,Acre,194,Sim,Sim,Sim,Sim,baixa
1848,Acre,322,Sim,Sim,Não,Não,baixa
1851,Acre,394,Sim,Sim,Sim,Sim,baixa
1852,Acre,1233,Sim,Sim,Sim,Sim,média_baixa
1855,Acre,400,Sim,Sim,Sim,Sim,baixa
1860,Acre,1088,Sim,Sim,Sim,Sim,média_baixa
1862,Acre,569,Sim,Sim,Sim,Não,média_baixa
1863,Acre,1100,Sim,Sim,Sim,Sim,média_baixa
1890,Acre,2750,Sim,Sim,Sim,Sim,média
1902,Acre,1000,Sim,Sim,Não,Não,média_baixa
1904,Acre,962,Sim,Sim,Sim,Sim,média_baixa
1906,Acre,788,Sim,Não,Sim,Não,média_baixa
1911,Acre,2350,Sim,Sim,Sim,Não,média
1912,Acre,1500,Sim,Sim,Sim,Sim,média_baixa
1914,Acre,1766,Sim,Sim,Sim,Não,média
1916,Acre,472,Sim,Sim,Sim,Não,baixa
1919,Acre,944,Sim,Não,Sim,Não,média_baixa
1920,Acre,916,Sim,Sim,Sim,Sim,média_baixa
1921,Acre,415,Sim,Não,Sim,Sim,baixa
1922,Acre,1569,Sim,Sim,Sim,Não,média
1923,Acre,792,Sim,Não,Sim,Sim,média_baixa
1929,Acre,220,Sim,Sim,Sim,Sim,baixa
1932,Acre,3000,Sim,Sim,Sim,Sim,média
1933,Acre,456,Sim,Sim,Sim,Não,baixa
1934,Acre,4650,Sim,Sim,Sim,Sim,alta
1935,Acre,375,Sim,Não,Sim,Sim,baixa
1936,Acre,1000,Sim,Sim,Sim,Sim,média_baixa
1939,Acre,969,Sim,Sim,Sim,Sim,média_baixa
1942,Acre,934,Sim,Sim,Sim,Sim,média_baixa
1943,Acre,4133,Sim,Sim,Sim,Sim,alta
1944,Acre,2900,Sim,Sim,Sim,Não,média
1945,Acre,2850,Sim,Sim,Sim,Sim,média
1952,Acre,4900,Sim,Sim,Sim,Sim,alta
1953,Acre,400,Sim,Sim,Sim,Sim,baixa
1954,Acre,894,Sim,Sim,Sim,Sim,média_baixa
1957,Acre,1000,Sim,Não,Sim,Sim,média_baixa
1960,Acre,1600,Sim,Sim,Sim,Sim,média
1961,Acre,1229,Sim,Sim,Não,Não,média_baixa
1967,Acre,296,Sim,Sim,Sim,Sim,baixa
1972,Acre,1894,Sim,Sim,Sim,Não,média
1977,Acre,877,Sim,Sim,Sim,Não,média_baixa
1982,Acre,929,Sim,Sim,Sim,Sim,média_baixa
1984,Acre,625,Sim,Não,Não,Não,média_baixa
1985,Acre,4144,Sim,Sim,Sim,Sim,alta
1988,Acre,1211,Sim,Não,Sim,Sim,média_baixa
1992,Acre,925,Sim,Não,Sim,Não,média_baixa
1993,Acre,830,Sim,Não,Sim,Sim,média_baixa
1995,Acre,3433,Sim,Sim,Sim,Não,alta
1999,Acre,650,Sim,Não,Sim,Não,média_baixa
2006,Acre,2135,Sim,Sim,Sim,Não,média
2010,Acre,2047,Sim,Sim,Sim,Não,média
2012,Acre,1250,Sim,Sim,Sim,Sim,média_baixa
2015,Acre,1000,Sim,Sim,Sim,Sim,média_baixa
2022,Acre,1500,Sim,Sim,Sim,Sim,média_baixa
2026,Acre,757,Sim,Sim,Sim,Não,média_baixa
2028,Acre,366,Sim,Não,Sim,Sim,baixa
2030,Acre,1182,Sim,Sim,Não,Não,média_baixa
2032,Acre,832,Sim,Não,Sim,Sim,média_baixa
2033,Acre,1396,Sim,Não,Sim,Não,média_baixa
2034,Acre,394,Sim,Sim,Não,Não,baixa
2036,Acre,500,Sim,Sim,Sim,Sim,baixa
2039,Acre,262,Sim,Não,Sim,Sim,baixa
2041,Acre,967,Sim,Não,Sim,Não,média_baixa
2042,Acre,1466,Sim,Não,Sim,Sim,média_baixa
2043,Acre,1000,Sim,Não,Sim,Sim,média_baixa
2047,Acre,480,Sim,Não,Sim,Sim,baixa
2048,Acre,262,Sim,Não,Sim,Sim,baixa
2049,Acre,526,Sim,Sim,Sim,Sim,média_baixa
2052,Acre,711,Sim,Não,Sim,Sim,média_baixa
2058,Acre,1576,Sim,Sim,Sim,Sim,média
2064,Acre,533,Sim,Não,Sim,Sim,média_baixa
2065,Acre,502,Sim,Sim,Sim,Sim,média_baixa
2068,Acre,2950,Sim,Sim,Sim,Sim,média
2069,Acre,5000,Sim,Não,Sim,Sim,alta
2071,Acre,994,Sim,Sim,Não,Não,média_baixa
2072,Acre,320,Sim,Não,Sim,Sim,baixa
2073,Acre,2033,Sim,Sim,Sim,Sim,média
2074,Acre,2133,Sim,Não,Sim,Sim,média
2075,Acre,666,Sim,Não,Sim,Sim,média_baixa
2076,Acre,592,Sim,Sim,Não,Não,média_baixa
2079,Acre,345,Sim,Sim,Sim,Não,baixa
2080,Acre,333,Sim,Não,Sim,Não,baixa
2081,Acre,2100,Sim,Sim,Sim,Sim,média
2082,Acre,1100,Sim,Não,Sim,Sim,média_baixa
2083,Acre,2400,Sim,Não,Sim,Sim,média
2084,Acre,320,Sim,Sim,Sim,Não,baixa
2086,Acre,517,Sim,Não,Sim,Sim,média_baixa
2088,Acre,160,Sim,Não,Sim,Sim,baixa
2089,Acre,745,Sim,Não,Sim,Sim,média_baixa
2090,Acre,400,Sim,Não,Sim,Sim,baixa
2091,Acre,1666,Sim,Sim,Sim,Não,média
2092,Acre,525,Sim,Não,Sim,Sim,média_baixa
2097,Acre,5000,Sim,Sim,Sim,Sim,alta
2099,Acre,683,Sim,Sim,Sim,Sim,média_baixa
2101,Acre,380,Sim,Não,Sim,Sim,baixa
2104,Acre,2894,Sim,Sim,Sim,Sim,média
2105,Acre,3180,Sim,Sim,Não,Não,alta
2108,Acre,788,Sim,Sim,Sim,Não,média_baixa
2109,Acre,2600,Sim,Não,Sim,Sim,média
2114,Acre,1975,Sim,Sim,Sim,Não,média
2115,Acre,500,Sim,Sim,Sim,Não,baixa
2122,Acre,1500,Sim,Sim,Sim,Não,média_baixa
2126,Acre,1200,Sim,Não,Sim,Sim,média_baixa
2134,Acre,394,Sim,Sim,Sim,Não,baixa
2139,Acre,788,Sim,Sim,Não,Não,média_baixa
2140,Acre,315,Sim,Sim,Sim,Não,baixa
2142,Acre,266,Sim,Não,Sim,Sim,baixa
2143,Acre,1000,Sim,Sim,Não,Não,média_baixa
2145,Acre,2000,Sim,Sim,Sim,Não,média
2147,Acre,197,Sim,Não,Sim,Sim,baixa
2148,Acre,175,Sim,Sim,Sim,Não,baixa
2150,Acre,529,Sim,Sim,Sim,Não,média_baixa
2152,Acre,3000,Sim,Sim,Sim,Não,média
2153,Acre,2750,Sim,Sim,Sim,Não,média
2161,Acre,750,Sim,Não,Sim,Sim,média_baixa
2162,Acre,1300,Sim,Não,Sim,Sim,média_baixa
2163,Acre,429,Sim,Não,Sim,Sim,baixa
2165,Acre,544,Sim,Não,Sim,Sim,média_baixa
2166,Acre,250,Sim,Sim,Sim,Sim,baixa
2167,Acre,900,Sim,Não,Sim,Sim,média_baixa
2169,Acre,825,Sim,Não,Sim,Sim,média_baixa
2174,Acre,950,Sim,Sim,Sim,Não,média_baixa
2177,Acre,394,Sim,Sim,Não,Não,baixa
2178,Acre,600,Sim,Não,Sim,Sim,média_baixa
2181,Acre,1000,Sim,Não,Sim,Sim,média_baixa
2185,Acre,395,Sim,Sim,Sim,Não,baixa
2186,Acre,393,Sim,Sim,Sim,Sim,baixa
2187,Acre,494,Sim,Não,Sim,Sim,baixa
2195,Acre,461,Sim,Sim,Não,Não,baixa
2215,Acre,762,Sim,Não,Sim,Sim,média_baixa
2217,Acre,750,Sim,Sim,Não,Não,média_baixa
2221,Acre,291,Sim,Não,Sim,Sim,baixa
2243,Acre,283,Sim,Sim,Sim,Sim,baixa
2244,Acre,2000,Sim,Sim,Sim,Não,média
2252,Acre,290,Sim,Sim,Sim,Não,baixa
2255,Acre,650,Sim,Sim,Sim,Sim,média_baixa
2257,Acre,1700,Sim,Sim,Sim,Sim,média
2269,Acre,1578,Sim,Não,Sim,Sim,média
2319,Acre,1116,Sim,Não,Sim,Não,média_baixa
2323,Acre,394,Sim,Não,Sim,Sim,baixa
2325,Acre,375,Sim,Não,Sim,Sim,baixa
2326,Acre,270,Sim,Sim,Sim,Não,baixa
2330,Acre,1000,Sim,Sim,Sim,Não,média_baixa
2333,Acre,544,Sim,Sim,Não,Não,média_baixa
2334,Acre,215,Sim,Não,Sim,Sim,baixa
2336,Acre,7000,Sim,Sim,Sim,Sim,alta
2340,Acre,3288,Sim,Sim,Não,Não,alta
2347,Acre,1400,Sim,Sim,Não,Não,média_baixa
2348,Acre,687,Sim,Não,Sim,Sim,média_baixa
2351,Acre,0,Sim,Não,Sim,Sim,baixa
2352,Acre,540,Sim,Sim,Sim,Sim,média_baixa
2354,Acre,366,Sim,Não,Sim,Sim,baixa
2375,Acre,850,Sim,Sim,Sim,Não,média_baixa
2398,Acre,500,Sim,Não,Sim,Sim,baixa
2408,Acre,642,Sim,Sim,Sim,Não,média_baixa
2411,Acre,1462,Sim,Sim,Não,Não,média_baixa
2412,Acre,469,Sim,Sim,Não,Não,baixa
2413,Acre,600,Sim,Sim,Sim,Sim,média_baixa
2416,Acre,513,Sim,Sim,Sim,Sim,média_baixa
2428,Acre,569,Sim,Não,Sim,Sim,média_baixa
2443,Acre,1550,Sim,Sim,Não,Não,média
2444,Acre,645,Sim,Sim,Não,Sim,média_baixa
2447,Acre,246,Sim,Não,Sim,Sim,baixa
2449,Acre,247,Sim,Sim,Não,Não,baixa
2452,Acre,500,Sim,Não,Sim,Não,baixa
2469,Acre,1896,Sim,Não,Sim,Sim,média
2471,Acre,437,Sim,Não,Sim,Sim,baixa
2474,Acre,544,Sim,Sim,Sim,Não,média_baixa
2479,Acre,520,Sim,Não,Sim,Sim,média_baixa
2486,Acre,283,Sim,Não,Sim,Sim,baixa
2495,Acre,3333,Sim,Sim,Sim,Não,alta
2498,Acre,1700,Sim,Sim,Sim,Sim,média
2506,Acre,676,Sim,Sim,Sim,Não,média_baixa
2513,Acre,2716,Sim,Não,Sim,Sim,média
2520,Acre,625,Sim,Não,Sim,Não,média_baixa
2551,Acre,1000,Sim,Sim,Não,Não,média_baixa
2556,Acre,772,Sim,Não,Sim,Sim,média_baixa
2561,Acre,1750,Sim,Sim,Sim,Sim,média
2570,Acre,1544,Sim,Não,Sim,Sim,média
2571,Acre,1500,Sim,Sim,Sim,Sim,média_baixa
2576,Acre,347,Sim,Sim,Não,Não,baixa
2580,Acre,300,Sim,Sim,Sim,Sim,baixa
2582,Acre,1150,Sim,Sim,Sim,Sim,média_baixa
2586,Acre,300,Sim,Sim,Sim,Sim,baixa
2611,Acre,391,Sim,Não,Sim,Não,baixa
2612,Acre,383,Sim,Não,Sim,Sim,baixa
2614,Acre,2850,Sim,Não,Sim,Sim,média
2615,Acre,443,Sim,Não,Sim,Sim,baixa
2617,Acre,300,Sim,Não,Sim,Não,baixa
2618,Acre,655,Sim,Não,Sim,Não,média_baixa
2624,Acre,2250,Sim,Sim,Sim,Não,média
2627,Acre,1250,Sim,Sim,Sim,Não,média_baixa
2629,Acre,560,Sim,Não,Sim,Não,média_baixa
2630,Acre,700,Sim,Não,Sim,Sim,média_baixa
2634,Acre,500,Sim,Não,Sim,Sim,baixa
2644,Acre,200,Sim,Não,Sim,Não,baixa
2646,Acre,2875,Sim,Sim,Sim,Sim,média
2648,Acre,3000,Sim,Sim,Sim,Não,média
2650,Acre,697,Sim,Sim,Sim,Sim,média_baixa
2651,Acre,1091,Sim,Sim,Sim,Não,média_baixa
2652,Acre,34900,Sim,Sim,Sim,Sim,alta
2653,Acre,444,Sim,Sim,Sim,Sim,baixa
2654,Acre,2000,Sim,Não,Sim,Não,média
2657,Acre,655,Sim,Sim,Sim,Não,média_baixa
2659,Acre,995,Sim,Sim,Sim,Não,média_baixa
2660,Acre,666,Sim,Não,Sim,Sim,média_baixa
2665,Acre,3333,Sim,Sim,Sim,Não,alta
2670,Acre,125,Sim,Sim,Sim,Não,baixa
2673,Acre,697,Sim,Sim,Sim,Não,média_baixa
2674,Acre,469,Sim,Não,Sim,Sim,baixa
2676,Acre,908,Sim,Sim,Sim,Não,média_baixa
2679,Acre,400,Sim,Sim,Sim,Não,baixa
2680,Acre,161,Sim,Sim,Não,Não,baixa
2683,Acre,433,Sim,Não,Sim,Sim,baixa
2687,Acre,372,Sim,Não,Sim,Não,baixa
2692,Acre,400,Sim,Não,Sim,Sim,baixa
2696,Acre,231,Sim,Não,Sim,Sim,baixa
2704,Acre,1192,Sim,Sim,Não,Não,média_baixa
2715,Acre,351,Sim,Não,Sim,Sim,baixa
2720,Acre,106,Sim,Não,Sim,Sim,baixa
2722,Acre,464,Sim,Não,Sim,Sim,baixa
2725,Acre,210,Sim,Não,Sim,Sim,baixa
2727,Acre,940,Sim,Sim,Sim,Não,média_baixa
2728,Acre,760,Sim,Sim,Sim,Sim,média_baixa
2729,Acre,914,Sim,Sim,Sim,Sim,média_baixa
2731,Acre,858,Sim,Não,Sim,Não,média_baixa
2732,Acre,2000,Sim,Sim,Sim,Não,média
2733,Acre,5750,Sim,Sim,Não,Não,alta
2735,Acre,525,Sim,Não,Sim,Sim,média_baixa
2743,Acre,750,Sim,Sim,Sim,Sim,média_baixa
2745,Acre,1260,Sim,Sim,Não,Não,média_baixa
2754,Acre,447,Sim,Sim,Sim,Não,baixa
2759,Acre,515,Sim,Sim,Sim,Não,média_baixa
2770,Acre,236,Sim,Não,Sim,Sim,baixa
2781,Acre,437,Sim,Sim,Não,Não,baixa
2786,Acre,427,Sim,Não,Sim,Sim,baixa
2787,Acre,575,Sim,Não,Sim,Sim,média_baixa
2802,Acre,215,Sim,Não,Sim,Sim,baixa
2807,Acre,1500,Sim,Sim,Não,Não,média_baixa
2812,Acre,400,Sim,Sim,Sim,Não,baixa
2813,Acre,833,Sim,Não,Sim,Não,média_baixa
2818,Acre,530,Sim,Sim,Sim,Não,média_baixa
2820,Acre,1481,Sim,Não,Sim,Sim,média_baixa
2822,Acre,983,Sim,Sim,Sim,Não,média_baixa
2823,Acre,2450,Sim,Sim,Sim,Não,média
2824,Acre,1300,Sim,Sim,Sim,Não,média_baixa
2825,Acre,715,Sim,Sim,Sim,Não,média_baixa
2826,Acre,550,Sim,Sim,Sim,Não,média_baixa
2829,Acre,2500,Sim,Sim,Sim,Não,média
2831,Acre,837,Sim,Não,Sim,Não,média_baixa
2832,Acre,2333,Sim,Sim,Sim,Não,média
2834,Acre,1000,Sim,Sim,Sim,Não,média_baixa
2835,Acre,1000,Sim,Sim,Sim,Não,média_baixa
