,UF,Renda Salarial(R$),Acesso a internet em Domicílio,Acesso a internet em Microcomputador,Acesso a internet em Celular,Acesso a internet em 3G 4G
106262,São Paulo,500,Sim,Não,Não,Não
106264,São Paulo,700,Sim,Sim,Não,Sim
106265,São Paulo,575,Sim,Sim,Não,Não
106266,São Paulo,775,Sim,Não,Não,Não
106267,São Paulo,329,Sim,Não,Não,Não
106268,São Paulo,800,Sim,Sim,Não,Não
106269,São Paulo,840,Sim,Sim,Não,Não
106271,São Paulo,750,Sim,Sim,Não,Não
106272,São Paulo,488,Sim,Não,Não,Sim
106275,São Paulo,825,Sim,Não,Não,Não
106276,São Paulo,680,Sim,Não,Não,Não
106279,São Paulo,854,Sim,Não,Não,Não
106280,São Paulo,280,Sim,Não,Não,Não
106282,São Paulo,1150,Sim,Não,Não,Não
106285,São Paulo,288,Sim,Não,Não,Não
106287,São Paulo,1575,Sim,Não,Não,Não
106289,São Paulo,696,Sim,Sim,Não,Não
106291,São Paulo,1250,Sim,Não,Não,Não
106293,São Paulo,828,Sim,Não,Não,Sim
106295,São Paulo,600,Sim,Sim,Não,Não
106296,São Paulo,595,Sim,Não,Não,Não
106297,São Paulo,1036,Sim,Não,Não,Não
106299,São Paulo,199,Sim,Sim,Não,Não
106300,São Paulo,650,Sim,Sim,Não,Não
106301,São Paulo,300,Sim,Sim,Não,Não
106302,São Paulo,883,Sim,Não,Não,Não
106303,São Paulo,228,Sim,Não,Não,Não
106306,São Paulo,500,Sim,Não,Não,Não
106308,São Paulo,1500,Sim,Não,Não,Sim
106312,São Paulo,208,Sim,Não,Não,Sim
106313,São Paulo,1750,Sim,Não,Sim,Sim
106314,São Paulo,201,Sim,Não,Não,Sim
106317,São Paulo,525,Sim,Não,Não,Sim
106318,São Paulo,673,Sim,Sim,Não,Sim
106319,São Paulo,320,Sim,Não,Sim,Sim
106320,São Paulo,450,Sim,Não,Não,Sim
106325,São Paulo,382,Sim,Não,Não,Sim
106328,São Paulo,2166,Sim,Não,Não,Sim
106329,São Paulo,527,Sim,Sim,Não,Sim
106332,São Paulo,1450,Sim,Sim,Não,Sim
106334,São Paulo,984,Sim,Não,Não,Sim
106335,São Paulo,1175,Sim,Não,Não,Sim
106337,São Paulo,171,Sim,Sim,Não,Não
106339,São Paulo,750,Sim,Não,Não,Sim
106342,São Paulo,709,Sim,Não,Não,Sim
106343,São Paulo,1625,Sim,Sim,Não,Sim
106344,São Paulo,0,Sim,Não,Não,Não
106345,São Paulo,733,Sim,Sim,Não,Não
106346,São Paulo,1733,Sim,Sim,Não,Sim
106348,São Paulo,815,Sim,Sim,Não,Não
106349,São Paulo,925,Sim,Não,Não,Sim
106351,São Paulo,895,Sim,Não,Não,Sim
106352,São Paulo,233,Sim,Não,Não,Sim
106354,São Paulo,1126,Sim,Não,Não,Sim
106359,São Paulo,600,Sim,Sim,Não,Sim
106360,São Paulo,718,Sim,Não,Não,Sim
106361,São Paulo,2000,Sim,Não,Não,Sim
106363,São Paulo,1020,Sim,Sim,Não,Sim
106364,São Paulo,633,Sim,Não,Não,Sim
106365,São Paulo,5890,Sim,Sim,Não,Sim
106366,São Paulo,500,Sim,Não,Não,Sim
106368,São Paulo,675,Sim,Não,Não,Sim
106370,São Paulo,1125,Sim,Não,Não,Sim
106371,São Paulo,6300,Sim,Não,Não,Não
106374,São Paulo,4500,Sim,Não,Não,Sim
106375,São Paulo,5266,Sim,Não,Não,Não
106376,São Paulo,1064,Sim,Não,Não,Não
106378,São Paulo,9479,Sim,Não,Não,Não
106380,São Paulo,3500,Sim,Sim,Não,Não
106381,São Paulo,34000,Sim,Não,Não,Não
106385,São Paulo,14000,Sim,Não,Não,Não
106386,São Paulo,5500,Sim,Não,Não,Não
106393,São Paulo,17950,Sim,Não,Não,Não
106394,São Paulo,3100,Sim,Não,Não,Não
106395,São Paulo,11238,Sim,Não,Sim,Sim
106396,São Paulo,8000,Sim,Não,Não,Não
106397,São Paulo,3771,Sim,Não,Não,Não
106398,São Paulo,27115,Sim,Não,Não,Não
106400,São Paulo,5500,Sim,Não,Não,Não
106401,São Paulo,23500,Sim,Não,Não,Não
106402,São Paulo,4900,Sim,Não,Não,Não
106403,São Paulo,3333,Sim,Não,Não,Não
106405,São Paulo,14000,Sim,Não,Não,Não
106406,São Paulo,1144,Sim,Não,Não,Não
106409,São Paulo,3000,Sim,Não,Sim,Sim
106410,São Paulo,10000,Sim,Não,Não,Não
106411,São Paulo,3500,Sim,Não,Não,Não
106412,São Paulo,1640,Sim,Não,Não,Não
106415,São Paulo,8100,Sim,Não,Não,Não
106421,São Paulo,1400,Sim,Não,Não,Não
106422,São Paulo,7700,Sim,Não,Não,Não
106424,São Paulo,10000,Sim,Não,Não,Não
106426,São Paulo,10500,Sim,Não,Não,Não
106427,São Paulo,3500,Sim,Não,Não,Não
106428,São Paulo,5000,Sim,Não,Não,Não
106431,São Paulo,8000,Sim,Não,Não,Não
106432,São Paulo,2675,Sim,Não,Não,Não
106434,São Paulo,2800,Sim,Não,Não,Não
106436,São Paulo,9666,Sim,Não,Não,Não
106437,São Paulo,917,Sim,Sim,Não,Não
106439,São Paulo,1318,Sim,Não,Não,Não
106440,São Paulo,788,Sim,Não,Sim,Sim
106441,São Paulo,400,Sim,Não,Não,Não
106442,São Paulo,1029,Sim,Não,Não,Não
106443,São Paulo,550,Sim,Sim,Não,Não
106444,São Paulo,2000,Sim,Não,Não,Não
106445,São Paulo,0,Sim,Não,Não,Não
106448,São Paulo,375,Sim,Não,Não,Não
106450,São Paulo,394,Sim,Não,Não,Não
106451,São Paulo,500,Sim,Não,Não,Não
106454,São Paulo,462,Sim,Não,Não,Não
106456,São Paulo,418,Sim,Não,Não,Não
106457,São Paulo,516,Sim,Sim,Não,Não
106458,São Paulo,1237,Sim,Não,Não,Não
106460,São Paulo,560,Sim,Não,Não,Não
106461,São Paulo,920,Sim,Sim,Não,Não
106463,São Paulo,1650,Sim,Não,Não,Não
106464,São Paulo,1343,Sim,Não,Não,Não
106466,São Paulo,3000,Sim,Não,Não,Não
106467,São Paulo,1550,Sim,Não,Sim,Não
106468,São Paulo,329,Sim,Não,Não,Não
106469,São Paulo,1450,Sim,Não,Não,Não
106471,São Paulo,875,Sim,Não,Não,Não
106474,São Paulo,733,Sim,Não,Não,Não
106479,São Paulo,0,Sim,Não,Sim,Sim
106480,São Paulo,1125,Sim,Não,Não,Sim
106482,São Paulo,164,Sim,Sim,Não,Não
106483,São Paulo,753,Sim,Não,Não,Não
106486,São Paulo,1900,Sim,Não,Sim,Sim
106487,São Paulo,800,Sim,Não,Não,Não
106488,São Paulo,1250,Sim,Não,Não,Não
106489,São Paulo,741,Sim,Sim,Não,Não
106490,São Paulo,3262,Sim,Não,Não,Não
106492,São Paulo,4400,Sim,Não,Não,Não
106493,São Paulo,625,Sim,Sim,Não,Não
106494,São Paulo,593,Sim,Sim,Não,Não
106495,São Paulo,3700,Sim,Não,Não,Não
106496,São Paulo,1700,Sim,Não,Não,Não
106497,São Paulo,1298,Sim,Não,Não,Não
106499,São Paulo,500,Sim,Não,Não,Não
106500,São Paulo,1675,Sim,Não,Não,Não
106501,São Paulo,394,Sim,Não,Sim,Sim
106502,São Paulo,99,Sim,Sim,Não,Não
106505,São Paulo,600,Sim,Não,Não,Não
106506,São Paulo,478,Sim,Não,Não,Não
106507,São Paulo,800,Sim,Não,Sim,Não
106508,São Paulo,1500,Sim,Não,Não,Não
106512,São Paulo,587,Sim,Não,Não,Não
106513,São Paulo,1294,Sim,Sim,Não,Não
106517,São Paulo,975,Sim,Não,Não,Não
106518,São Paulo,1133,Sim,Não,Não,Não
106519,São Paulo,1500,Sim,Não,Não,Não
106524,São Paulo,1666,Sim,Não,Não,Não
106526,São Paulo,4000,Sim,Não,Não,Não
106527,São Paulo,3000,Sim,Não,Não,Não
106528,São Paulo,1200,Sim,Não,Não,Não
106529,São Paulo,3000,Sim,Não,Não,Não
106530,São Paulo,929,Sim,Sim,Não,Não
106532,São Paulo,1200,Sim,Não,Não,Não
106533,São Paulo,839,Sim,Não,Não,Não
106534,São Paulo,2933,Sim,Não,Não,Não
106535,São Paulo,1600,Sim,Não,Não,Não
106536,São Paulo,133,Sim,Sim,Não,Sim
106537,São Paulo,1858,Sim,Não,Não,Não
106538,São Paulo,1500,Sim,Sim,Não,Sim
106539,São Paulo,658,Sim,Sim,Não,Não
106540,São Paulo,876,Sim,Não,Não,Sim
106541,São Paulo,500,Sim,Não,Não,Sim
106542,São Paulo,1121,Sim,Sim,Não,Sim
106543,São Paulo,2500,Sim,Não,Não,Sim
106544,São Paulo,1020,Sim,Não,Não,Sim
106545,São Paulo,1600,Sim,Não,Sim,Sim
106547,São Paulo,400,Sim,Sim,Não,Não
106548,São Paulo,1531,Sim,Não,Não,Sim
106549,São Paulo,1000,Sim,Não,Não,Sim
106550,São Paulo,562,Sim,Sim,Não,Não
106551,São Paulo,1650,Sim,Não,Não,Sim
106553,São Paulo,576,Sim,Sim,Não,Sim
106554,São Paulo,910,Sim,Não,Não,Sim
106555,São Paulo,995,Sim,Não,Não,Sim
106556,São Paulo,1400,Sim,Sim,Não,Não
106557,São Paulo,1125,Sim,Não,Não,Sim
106558,São Paulo,1500,Sim,Não,Não,Sim
106559,São Paulo,87,Sim,Não,Não,Sim
106560,São Paulo,318,Sim,Não,Não,Sim
106562,São Paulo,1096,Sim,Não,Não,Sim
106563,São Paulo,325,Sim,Não,Não,Sim
106564,São Paulo,1175,Sim,Não,Não,Sim
106565,São Paulo,1650,Sim,Não,Não,Sim
106566,São Paulo,1300,Sim,Não,Não,Sim
106568,São Paulo,600,Sim,Sim,Não,Sim
106571,São Paulo,641,Sim,Não,Não,Não
106572,São Paulo,250,Sim,Não,Não,Não
106573,São Paulo,1400,Sim,Não,Não,Sim
106574,São Paulo,450,Sim,Não,Não,Sim
106575,São Paulo,1250,Sim,Sim,Não,Não
106576,São Paulo,300,Sim,Não,Não,Não
106577,São Paulo,760,Sim,Não,Não,Sim
106578,São Paulo,2500,Sim,Não,Não,Não
106580,São Paulo,345,Sim,Sim,Não,Sim
106581,São Paulo,1016,Sim,Não,Não,Sim
106582,São Paulo,3500,Sim,Não,Não,Sim
106583,São Paulo,710,Sim,Sim,Não,Não
106586,São Paulo,300,Sim,Sim,Não,Sim
106587,São Paulo,1166,Sim,Não,Não,Sim
106590,São Paulo,301,Sim,Não,Sim,Sim
106596,São Paulo,810,Sim,Não,Não,Não
106599,São Paulo,5000,Sim,Não,Não,Não
106603,São Paulo,14500,Sim,Não,Não,Não
106604,São Paulo,4500,Sim,Não,Não,Não
106605,São Paulo,1598,Sim,Não,Não,Não
106606,São Paulo,3200,Sim,Não,Não,Sim
106607,São Paulo,6000,Sim,Não,Não,Não
106608,São Paulo,20000,Sim,Não,Não,Não
106613,São Paulo,10000,Sim,Não,Não,Não
106614,São Paulo,4666,Sim,Não,Não,Não
106617,São Paulo,6350,Sim,Não,Não,Sim
106618,São Paulo,7000,Sim,Não,Não,Sim
106620,São Paulo,6750,Sim,Não,Não,Sim
106621,São Paulo,1267,Sim,Não,Não,Não
106624,São Paulo,12000,Sim,Não,Não,Não
106626,São Paulo,3000,Sim,Não,Não,Sim
106627,São Paulo,4300,Sim,Não,Não,Sim
106630,São Paulo,12000,Sim,Não,Não,Não
106632,São Paulo,10500,Sim,Não,Não,Sim
106635,São Paulo,12000,Sim,Não,Não,Sim
106636,São Paulo,3666,Sim,Não,Não,Não
106637,São Paulo,15000,Sim,Não,Não,Sim
106640,São Paulo,1066,Sim,Não,Não,Não
106643,São Paulo,1480,Sim,Não,Não,Não
106644,São Paulo,2890,Sim,Não,Não,Não
106655,São Paulo,4766,Sim,Não,Não,Não
106656,São Paulo,1780,Sim,Não,Não,Não
106657,São Paulo,10100,Sim,Não,Não,Não
106659,São Paulo,5780,Sim,Sim,Não,Não
106662,São Paulo,6900,Sim,Não,Não,Não
106663,São Paulo,6750,Sim,Não,Não,Não
106664,São Paulo,12500,Sim,Não,Não,Não
106666,São Paulo,5833,Sim,Não,Não,Não
106667,São Paulo,7600,Sim,Não,Não,Não
106672,São Paulo,5035,Sim,Não,Não,Não
106673,São Paulo,3250,Sim,Não,Não,Não
106674,São Paulo,2850,Sim,Não,Não,Não
106679,São Paulo,966,Sim,Não,Não,Sim
106680,São Paulo,1533,Sim,Não,Não,Sim
106684,São Paulo,2166,Sim,Não,Não,Não
106686,São Paulo,4200,Sim,Não,Não,Sim
106691,São Paulo,3250,Sim,Não,Sim,Sim
106692,São Paulo,624,Sim,Não,Não,Não
106694,São Paulo,1800,Sim,Não,Não,Não
106696,São Paulo,1147,Sim,Não,Não,Não
106697,São Paulo,950,Sim,Não,Sim,Sim
106700,São Paulo,1125,Sim,Não,Não,Não
106701,São Paulo,1220,Sim,Não,Não,Não
106703,São Paulo,750,Sim,Não,Sim,Sim
106704,São Paulo,1296,Sim,Não,Não,Não
106705,São Paulo,1800,Sim,Não,Não,Não
106706,São Paulo,3400,Sim,Não,Não,Não
106707,São Paulo,800,Sim,Sim,Não,Não
106711,São Paulo,2429,Sim,Não,Não,Não
106712,São Paulo,5933,Sim,Não,Não,Não
106715,São Paulo,975,Sim,Sim,Não,Não
106716,São Paulo,1075,Sim,Sim,Não,Sim
106718,São Paulo,1466,Sim,Não,Não,Não
106722,São Paulo,1225,Sim,Não,Não,Sim
106724,São Paulo,6250,Sim,Não,Não,Não
106725,São Paulo,1666,Sim,Não,Não,Não
106726,São Paulo,5333,Sim,Não,Não,Não
106727,São Paulo,300,Sim,Não,Não,Não
106728,São Paulo,674,Sim,Não,Não,Não
106729,São Paulo,875,Sim,Não,Não,Não
106730,São Paulo,241,Sim,Sim,Não,Não
106731,São Paulo,2166,Sim,Não,Não,Não
106734,São Paulo,800,Sim,Não,Não,Não
106737,São Paulo,700,Sim,Não,Não,Não
106738,São Paulo,1933,Sim,Não,Não,Não
106740,São Paulo,1632,Sim,Não,Não,Não
106741,São Paulo,100,Sim,Não,Não,Sim
106742,São Paulo,625,Sim,Não,Não,Sim
106744,São Paulo,1200,Sim,Não,Não,Não
106745,São Paulo,1200,Sim,Não,Não,Sim
106747,São Paulo,794,Sim,Não,Sim,Sim
106748,São Paulo,2250,Sim,Não,Não,Sim
106750,São Paulo,1200,Sim,Não,Sim,Sim
106751,São Paulo,771,Sim,Sim,Não,Não
106753,São Paulo,433,Sim,Sim,Não,Não
106754,São Paulo,1550,Sim,Não,Não,Sim
106755,São Paulo,1016,Sim,Não,Não,Sim
106756,São Paulo,1600,Sim,Não,Não,Não
106759,São Paulo,1600,Sim,Não,Não,Não
106760,São Paulo,1855,Sim,Não,Não,Sim
106761,São Paulo,2900,Sim,Não,Sim,Sim
106762,São Paulo,6000,Sim,Não,Não,Sim
106764,São Paulo,800,Sim,Não,Não,Sim
106768,São Paulo,3575,Sim,Não,Não,Não
106772,São Paulo,1576,Sim,Não,Sim,Sim
106773,São Paulo,4250,Sim,Não,Não,Não
106777,São Paulo,3250,Sim,Não,Não,Não
106779,São Paulo,600,Sim,Sim,Não,Sim
106780,São Paulo,1000,Sim,Não,Não,Não
106781,São Paulo,5250,Sim,Não,Não,Não
106782,São Paulo,2233,Sim,Não,Não,Não
106784,São Paulo,6833,Sim,Não,Não,Não
106786,São Paulo,1666,Sim,Não,Não,Não
106787,São Paulo,2100,Sim,Não,Não,Não
106788,São Paulo,1125,Sim,Não,Não,Não
106789,São Paulo,2175,Sim,Não,Sim,Sim
106793,São Paulo,2666,Sim,Não,Sim,Não
106797,São Paulo,975,Sim,Não,Não,Não
106802,São Paulo,2750,Sim,Não,Não,Não
106804,São Paulo,5700,Sim,Não,Não,Não
106805,São Paulo,1200,Sim,Não,Não,Não
106810,São Paulo,662,Sim,Não,Não,Sim
106811,São Paulo,846,Sim,Não,Não,Não
106812,São Paulo,1278,Sim,Sim,Não,Não
106813,São Paulo,500,Sim,Não,Não,Não
106814,São Paulo,363,Sim,Sim,Não,Não
106815,São Paulo,950,Sim,Não,Não,Não
106818,São Paulo,1450,Sim,Não,Não,Não
106820,São Paulo,1333,Sim,Não,Não,Sim
106821,São Paulo,200,Sim,Sim,Não,Sim
106824,São Paulo,900,Sim,Não,Não,Não
106826,São Paulo,550,Sim,Sim,Não,Não
106829,São Paulo,368,Sim,Sim,Não,Não
106830,São Paulo,1614,Sim,Não,Não,Sim
106832,São Paulo,833,Sim,Sim,Não,Não
106833,São Paulo,284,Sim,Sim,Não,Não
106834,São Paulo,262,Sim,Sim,Não,Não
106835,São Paulo,550,Sim,Sim,Não,Sim
106839,São Paulo,479,Sim,Sim,Não,Sim
106840,São Paulo,530,Sim,Não,Não,Não
106842,São Paulo,750,Sim,Sim,Não,Sim
106843,São Paulo,475,Sim,Não,Não,Não
106845,São Paulo,25,Sim,Sim,Não,Não
106847,São Paulo,950,Sim,Não,Não,Não
106848,São Paulo,488,Sim,Não,Não,Sim
106849,São Paulo,575,Sim,Não,Não,Sim
106850,São Paulo,1000,Sim,Não,Não,Não
106854,São Paulo,1200,Sim,Não,Não,Sim
106855,São Paulo,1133,Sim,Não,Não,Sim
106856,São Paulo,2000,Sim,Sim,Não,Não
106858,São Paulo,1000,Sim,Sim,Não,Sim
106860,São Paulo,1300,Sim,Não,Não,Sim
106861,São Paulo,1330,Sim,Não,Sim,Sim
106865,São Paulo,1540,Sim,Não,Não,Não
106867,São Paulo,1250,Sim,Não,Não,Não
106873,São Paulo,1025,Sim,Não,Não,Não
106874,São Paulo,1200,Sim,Não,Não,Não
106876,São Paulo,525,Sim,Não,Não,Não
106878,São Paulo,1333,Sim,Sim,Não,Não
106879,São Paulo,262,Sim,Sim,Não,Não
106882,São Paulo,433,Sim,Não,Não,Sim
106883,São Paulo,650,Sim,Não,Sim,Sim
106884,São Paulo,355,Sim,Sim,Não,Sim
106890,São Paulo,315,Sim,Não,Não,Não
106891,São Paulo,800,Sim,Não,Sim,Sim
106892,São Paulo,2333,Sim,Não,Não,Não
106896,São Paulo,400,Sim,Não,Não,Não
106897,São Paulo,950,Sim,Não,Não,Não
106900,São Paulo,193,Sim,Não,Não,Não
106902,São Paulo,3500,Sim,Sim,Não,Não
106904,São Paulo,550,Sim,Sim,Não,Não
106913,São Paulo,1140,Sim,Não,Não,Não
106914,São Paulo,933,Sim,Não,Não,Não
106918,São Paulo,784,Sim,Não,Não,Não
106919,São Paulo,3000,Sim,Não,Não,Não
106925,São Paulo,466,Sim,Não,Não,Não
106928,São Paulo,2360,Sim,Não,Não,Não
106929,São Paulo,1000,Sim,Não,Não,Não
106930,São Paulo,900,Sim,Não,Não,Não
106931,São Paulo,300,Sim,Não,Não,Não
106933,São Paulo,1044,Sim,Não,Não,Não
106934,São Paulo,562,Sim,Não,Não,Não
106935,São Paulo,445,Sim,Não,Não,Não
106939,São Paulo,1938,Sim,Não,Não,Não
106941,São Paulo,1370,Sim,Não,Não,Não
106942,São Paulo,633,Sim,Sim,Não,Sim
106943,São Paulo,2550,Sim,Não,Não,Não
106945,São Paulo,1425,Sim,Não,Não,Não
106948,São Paulo,1525,Sim,Não,Não,Não
106949,São Paulo,350,Sim,Sim,Não,Não
106951,São Paulo,1950,Sim,Não,Não,Não
106952,São Paulo,1525,Sim,Não,Não,Não
106953,São Paulo,4344,Sim,Não,Sim,Sim
106967,São Paulo,3500,Sim,Não,Não,Não
106968,São Paulo,666,Sim,Não,Não,Sim
106975,São Paulo,666,Sim,Não,Não,Não
106976,São Paulo,3333,Sim,Não,Não,Não
106980,São Paulo,430,Sim,Não,Não,Não
106983,São Paulo,547,Sim,Não,Não,Não
106984,São Paulo,2000,Sim,Não,Não,Não
106989,São Paulo,3666,Sim,Não,Não,Não
106991,São Paulo,4000,Sim,Não,Não,Sim
106992,São Paulo,666,Sim,Não,Não,Não
106993,São Paulo,8000,Sim,Não,Sim,Sim
106995,São Paulo,733,Sim,Sim,Não,Não
106996,São Paulo,350,Sim,Não,Não,Não
106999,São Paulo,1166,Sim,Não,Não,Não
107002,São Paulo,0,Sim,Não,Não,Sim
107003,São Paulo,9500,Sim,Não,Não,Não
107006,São Paulo,2650,Sim,Não,Não,Não
107007,São Paulo,1700,Sim,Não,Não,Não
107010,São Paulo,4900,Sim,Não,Não,Não
107011,São Paulo,3500,Sim,Não,Não,Não
107013,São Paulo,1250,Sim,Não,Não,Não
107015,São Paulo,2553,Sim,Não,Não,Não
107016,São Paulo,2000,Sim,Não,Não,Não
107019,São Paulo,788,Sim,Não,Não,Sim
107020,São Paulo,0,Sim,Não,Não,Sim
107021,São Paulo,13000,Sim,Não,Não,Não
107022,São Paulo,0,Sim,Não,Não,Não
107024,São Paulo,4000,Sim,Não,Não,Não
107025,São Paulo,9800,Sim,Não,Não,Não
107026,São Paulo,12000,Sim,Não,Não,Não
107027,São Paulo,5866,Sim,Não,Não,Não
107029,São Paulo,8750,Sim,Não,Não,Não
107032,São Paulo,500,Sim,Não,Não,Não
107034,São Paulo,0,Sim,Não,Não,Não
107035,São Paulo,0,Sim,Não,Não,Não
107037,São Paulo,0,Sim,Sim,Não,Não
107040,São Paulo,9300,Sim,Sim,Sim,Não
107041,São Paulo,1400,Sim,Não,Não,Não
107042,São Paulo,394,Sim,Não,Não,Não
107043,São Paulo,5750,Sim,Não,Não,Não
107045,São Paulo,833,Sim,Não,Não,Não
107048,São Paulo,10000,Sim,Não,Não,Não
107049,São Paulo,10000,Sim,Não,Não,Não
107052,São Paulo,7500,Sim,Não,Não,Não
107055,São Paulo,2133,Sim,Não,Não,Não
107056,São Paulo,4250,Sim,Não,Não,Não
107057,São Paulo,2400,Sim,Não,Sim,Não
107058,São Paulo,2033,Sim,Não,Não,Não
107061,São Paulo,0,Sim,Não,Não,Não
107062,São Paulo,788,Sim,Não,Sim,Sim
107063,São Paulo,500,Sim,Sim,Não,Sim
107065,São Paulo,1166,Sim,Não,Sim,Sim
107066,São Paulo,1696,Sim,Não,Sim,Sim
107067,São Paulo,662,Sim,Não,Não,Sim
107068,São Paulo,625,Sim,Não,Não,Sim
107070,São Paulo,386,Sim,Sim,Não,Não
107071,São Paulo,225,Sim,Não,Não,Sim
107074,São Paulo,1500,Sim,Não,Não,Sim
107076,São Paulo,700,Sim,Não,Não,Sim
107077,São Paulo,4000,Sim,Não,Não,Não
107078,São Paulo,3750,Sim,Não,Não,Não
107079,São Paulo,3500,Sim,Não,Não,Não
107080,São Paulo,4670,Sim,Não,Não,Não
107083,São Paulo,1200,Sim,Não,Sim,Sim
107084,São Paulo,5000,Sim,Não,Sim,Não
107087,São Paulo,2516,Sim,Não,Não,Não
107088,São Paulo,14800,Sim,Não,Não,Não
107089,São Paulo,40000,Sim,Não,Não,Não
107091,São Paulo,3933,Sim,Não,Não,Sim
107093,São Paulo,10000,Sim,Não,Não,Não
107096,São Paulo,11000,Sim,Não,Não,Não
107098,São Paulo,5000,Sim,Não,Não,Não
107099,São Paulo,1394,Sim,Não,Sim,Sim
107100,São Paulo,5000,Sim,Não,Não,Não
107101,São Paulo,5375,Sim,Não,Não,Não
107103,São Paulo,7900,Sim,Não,Não,Não
107105,São Paulo,95,Sim,Não,Não,Não
107106,São Paulo,30000,Sim,Não,Não,Não
107107,São Paulo,11000,Sim,Não,Não,Não
107108,São Paulo,10333,Sim,Não,Não,Não
107109,São Paulo,900,Sim,Não,Não,Não
107111,São Paulo,32000,Sim,Não,Não,Sim
107112,São Paulo,1250,Sim,Não,Não,Não
107113,São Paulo,11666,Sim,Não,Não,Sim
107114,São Paulo,9540,Sim,Não,Não,Não
107115,São Paulo,27250,Sim,Não,Não,Não
107116,São Paulo,11766,Sim,Não,Não,Sim
107117,São Paulo,7185,Sim,Não,Não,Não
107118,São Paulo,1200,Sim,Não,Não,Sim
107119,São Paulo,8750,Sim,Não,Não,Não
107120,São Paulo,7575,Sim,Não,Não,Não
107121,São Paulo,6000,Sim,Não,Não,Sim
107126,São Paulo,4000,Sim,Não,Não,Sim
107127,São Paulo,538,Sim,Não,Não,Não
107129,São Paulo,3400,Sim,Não,Não,Não
107131,São Paulo,1217,Sim,Não,Não,Não
107132,São Paulo,733,Sim,Não,Não,Não
107133,São Paulo,1650,Sim,Não,Não,Não
107134,São Paulo,1100,Sim,Não,Não,Não
107135,São Paulo,3125,Sim,Não,Não,Não
107136,São Paulo,822,Sim,Não,Não,Não
107137,São Paulo,800,Sim,Não,Não,Não
107138,São Paulo,1025,Sim,Não,Não,Não
107141,São Paulo,600,Sim,Não,Não,Não
107142,São Paulo,1690,Sim,Não,Não,Não
107143,São Paulo,3700,Sim,Não,Não,Não
107144,São Paulo,950,Sim,Não,Não,Sim
107146,São Paulo,447,Sim,Sim,Não,Sim
107147,São Paulo,390,Sim,Não,Não,Sim
107150,São Paulo,825,Sim,Sim,Não,Sim
107152,São Paulo,0,Sim,Não,Sim,Sim
107153,São Paulo,2100,Sim,Não,Não,Sim
107154,São Paulo,650,Sim,Sim,Não,Não
107155,São Paulo,950,Sim,Não,Sim,Sim
107161,São Paulo,924,Sim,Não,Não,Não
107163,São Paulo,1650,Sim,Não,Não,Sim
107168,São Paulo,2650,Sim,Não,Não,Não
107170,São Paulo,1200,Sim,Não,Não,Sim
107171,São Paulo,985,Sim,Não,Não,Não
107176,São Paulo,783,Sim,Não,Não,Não
107177,São Paulo,597,Sim,Não,Não,Sim
107179,São Paulo,502,Sim,Não,Não,Não
107186,São Paulo,420,Sim,Não,Sim,Não
107193,São Paulo,800,Sim,Não,Não,Não
107194,São Paulo,1000,Sim,Não,Sim,Não
107197,São Paulo,740,Sim,Não,Não,Não
107207,São Paulo,753,Sim,Não,Não,Não
107209,São Paulo,575,Sim,Sim,Não,Não
107210,São Paulo,2050,Sim,Não,Não,Não
107211,São Paulo,1525,Sim,Não,Não,Não
107213,São Paulo,1000,Sim,Não,Não,Não
107214,São Paulo,2000,Sim,Não,Não,Não
107215,São Paulo,1275,Sim,Não,Não,Não
107219,São Paulo,1025,Sim,Não,Não,Não
107220,São Paulo,1600,Sim,Sim,Não,Não
107221,São Paulo,2000,Sim,Não,Não,Não
107222,São Paulo,1525,Sim,Não,Não,Não
107223,São Paulo,800,Sim,Não,Não,Não
107226,São Paulo,550,Sim,Não,Não,Não
107227,São Paulo,1325,Sim,Não,Não,Não
107231,São Paulo,842,Sim,Não,Não,Sim
107232,São Paulo,672,Sim,Sim,Não,Não
107233,São Paulo,13800,Sim,Não,Não,Não
107234,São Paulo,3833,Sim,Não,Não,Não
107237,São Paulo,2333,Sim,Não,Não,Não
107238,São Paulo,3733,Sim,Não,Não,Não
107240,São Paulo,3750,Sim,Não,Não,Não
107241,São Paulo,8333,Sim,Não,Não,Não
107242,São Paulo,7275,Sim,Não,Não,Não
107243,São Paulo,10000,Sim,Não,Não,Não
107244,São Paulo,3075,Sim,Não,Não,Não
107245,São Paulo,1494,Sim,Não,Sim,Sim
107246,São Paulo,3000,Sim,Não,Não,Não
107247,São Paulo,7500,Sim,Não,Não,Sim
107248,São Paulo,4000,Sim,Não,Não,Sim
107249,São Paulo,1500,Sim,Não,Não,Sim
107252,São Paulo,3333,Sim,Não,Não,Não
107254,São Paulo,666,Sim,Sim,Não,Não
107255,São Paulo,1200,Sim,Não,Não,Não
107256,São Paulo,4350,Sim,Não,Não,Não
107257,São Paulo,1375,Sim,Não,Não,Sim
107258,São Paulo,2300,Sim,Não,Não,Sim
107259,São Paulo,875,Sim,Não,Não,Não
107260,São Paulo,9000,Sim,Não,Não,Não
107261,São Paulo,7500,Sim,Não,Não,Não
107262,São Paulo,1500,Sim,Não,Não,Não
107263,São Paulo,12000,Sim,Não,Não,Não
107264,São Paulo,1333,Sim,Não,Não,Não
107265,São Paulo,2077,Sim,Não,Não,Não
107266,São Paulo,625,Sim,Não,Não,Não
